Time,Precipitation (mm),Temperature (°C),Humidity,cloud cover,wind speed,shortwave_radiation
2024-04-29 00:00:00,0.0,13.4,93.0,0.0,3.8,0.0
2024-04-29 01:00:00,0.0,12.8,95.0,0.0,6.5,0.0
2024-04-29 02:00:00,0.0,12.2,97.0,0.0,6.9,0.0
2024-04-29 03:00:00,0.0,11.7,98.0,0.0,6.6,0.0
2024-04-29 04:00:00,0.0,11.3,98.0,0.0,5.9,0.0
2024-04-29 05:00:00,0.0,11.9,96.0,10.0,4.2,0.0
2024-04-29 06:00:00,0.0,12.1,95.0,100.0,7.9,0.0
2024-04-29 07:00:00,0.0,13.6,92.0,100.0,6.6,34.0
2024-04-29 08:00:00,0.0,13.9,92.0,100.0,5.5,133.0
2024-04-29 09:00:00,0.0,15.2,84.0,98.0,2.8,295.0
2024-04-29 10:00:00,0.0,17.3,72.0,32.0,5.8,565.0
2024-04-29 11:00:00,0.0,19.0,66.0,13.0,10.5,794.0
2024-04-29 12:00:00,0.0,19.9,63.0,3.0,15.4,927.0
2024-04-29 13:00:00,0.0,20.1,59.0,0.0,17.4,979.0
2024-04-29 14:00:00,0.0,20.2,58.0,0.0,17.3,965.0
2024-04-29 15:00:00,0.0,20.0,60.0,1.0,17.8,886.0
2024-04-29 16:00:00,0.0,19.6,61.0,1.0,16.2,748.0
2024-04-29 17:00:00,0.0,19.0,65.0,1.0,14.2,562.0
2024-04-29 18:00:00,0.0,17.9,73.0,0.0,12.5,350.0
2024-04-29 19:00:00,0.0,17.0,79.0,0.0,7.6,138.0
2024-04-29 20:00:00,0.0,16.2,84.0,0.0,5.1,9.0
2024-04-29 21:00:00,0.0,15.6,89.0,0.0,5.2,0.0
2024-04-29 22:00:00,0.0,15.0,94.0,0.0,4.9,0.0
2024-04-29 23:00:00,0.0,14.4,97.0,0.0,5.4,0.0
2024-04-30 00:00:00,0.0,13.9,98.0,0.0,5.8,0.0
2024-04-30 01:00:00,0.0,13.5,97.0,0.0,6.6,0.0
2024-04-30 02:00:00,0.0,13.0,97.0,5.0,6.5,0.0
2024-04-30 03:00:00,0.0,12.8,97.0,10.0,4.7,0.0
2024-04-30 04:00:00,0.0,12.8,97.0,12.0,4.1,0.0
2024-04-30 05:00:00,0.0,12.0,98.0,33.0,5.6,0.0
2024-04-30 06:00:00,0.0,13.0,97.0,100.0,5.9,0.0
2024-04-30 07:00:00,0.0,13.2,97.0,100.0,6.2,25.0
2024-04-30 08:00:00,0.0,13.8,94.0,100.0,6.2,82.0
2024-04-30 09:00:00,0.0,14.9,87.0,100.0,5.2,197.0
2024-04-30 10:00:00,0.0,15.9,81.0,100.0,4.0,306.0
2024-04-30 11:00:00,0.0,17.4,73.0,51.0,6.6,510.0
2024-04-30 12:00:00,0.0,19.2,65.0,15.0,13.5,877.0
2024-04-30 13:00:00,0.0,19.6,64.0,5.0,18.3,975.0
2024-04-30 14:00:00,0.0,19.7,61.0,0.0,19.4,965.0
2024-04-30 15:00:00,0.0,19.6,62.0,0.0,18.6,888.0
2024-04-30 16:00:00,0.0,19.1,64.0,0.0,17.8,749.0
2024-04-30 17:00:00,0.0,18.5,67.0,0.0,16.0,564.0
2024-04-30 18:00:00,0.0,17.1,74.0,1.0,15.3,348.0
2024-04-30 19:00:00,0.0,16.1,79.0,1.0,12.6,138.0
2024-04-30 20:00:00,0.0,15.4,84.0,2.0,10.2,9.0
2024-04-30 21:00:00,0.0,15.2,85.0,2.0,10.4,0.0
2024-04-30 22:00:00,0.0,14.9,86.0,7.0,10.6,0.0
2024-04-30 23:00:00,0.0,14.4,89.0,6.0,10.5,0.0
2024-05-01 00:00:00,0.0,14.0,90.0,0.0,9.3,0.0
2024-05-01 01:00:00,0.0,13.5,91.0,0.0,8.1,0.0
2024-05-01 02:00:00,0.0,13.1,92.0,0.0,7.9,0.0
2024-05-01 03:00:00,0.0,12.9,92.0,1.0,9.7,0.0
2024-05-01 04:00:00,0.0,12.4,93.0,4.0,8.4,0.0
2024-05-01 05:00:00,0.0,12.1,94.0,18.0,8.6,0.0
2024-05-01 06:00:00,0.0,12.5,93.0,34.0,8.0,0.0
2024-05-01 07:00:00,0.0,13.4,88.0,27.0,9.3,44.0
2024-05-01 08:00:00,0.0,15.3,79.0,18.0,7.8,220.0
2024-05-01 09:00:00,0.0,17.0,69.0,68.0,5.8,415.0
2024-05-01 10:00:00,0.0,18.1,63.0,98.0,7.4,475.0
2024-05-01 11:00:00,0.0,19.3,60.0,55.0,10.1,720.0
2024-05-01 12:00:00,0.0,19.5,62.0,14.0,16.9,811.0
2024-05-01 13:00:00,0.0,19.8,58.0,0.0,19.2,953.0
2024-05-01 14:00:00,0.0,19.8,57.0,0.0,18.5,959.0
2024-05-01 15:00:00,0.0,19.6,61.0,0.0,18.4,882.0
2024-05-01 16:00:00,0.0,19.3,63.0,0.0,16.9,745.0
2024-05-01 17:00:00,0.0,18.7,66.0,0.0,15.3,560.0
2024-05-01 18:00:00,0.0,17.0,71.0,15.0,12.9,332.0
2024-05-01 19:00:00,0.0,16.1,74.0,8.0,9.6,132.0
2024-05-01 20:00:00,0.0,15.4,78.0,0.0,7.8,9.0
2024-05-01 21:00:00,0.0,15.1,79.0,1.0,6.7,0.0
2024-05-01 22:00:00,0.0,14.9,80.0,0.0,5.8,0.0
2024-05-01 23:00:00,0.0,14.7,82.0,1.0,3.7,0.0
2024-05-02 00:00:00,0.0,14.3,86.0,0.0,2.9,0.0
2024-05-02 01:00:00,0.0,13.8,87.0,0.0,4.7,0.0
2024-05-02 02:00:00,0.0,13.3,90.0,0.0,5.6,0.0
2024-05-02 03:00:00,0.0,12.9,91.0,0.0,7.1,0.0
2024-05-02 04:00:00,0.0,12.6,92.0,0.0,7.9,0.0
2024-05-02 05:00:00,0.0,12.3,93.0,0.0,8.0,0.0
2024-05-02 06:00:00,0.0,13.0,92.0,2.0,7.9,0.0
2024-05-02 07:00:00,0.0,13.9,85.0,0.0,8.5,51.0
2024-05-02 08:00:00,0.0,15.5,78.0,1.0,6.9,233.0
2024-05-02 09:00:00,0.0,17.3,69.0,51.0,6.2,441.0
2024-05-02 10:00:00,0.0,18.9,62.0,57.0,7.2,580.0
2024-05-02 11:00:00,0.0,19.8,60.0,42.0,12.2,727.0
2024-05-02 12:00:00,0.0,19.8,62.0,0.0,17.9,916.0
2024-05-02 13:00:00,0.0,20.0,60.0,0.0,17.8,976.0
2024-05-02 14:00:00,0.0,19.9,60.0,0.0,18.0,961.0
2024-05-02 15:00:00,0.0,19.6,62.0,0.0,17.6,880.0
2024-05-02 16:00:00,0.0,19.2,64.0,0.0,15.1,742.0
2024-05-02 17:00:00,0.0,18.9,65.0,0.0,13.0,561.0
2024-05-02 18:00:00,0.0,16.9,71.0,0.0,14.0,344.0
2024-05-02 19:00:00,0.0,16.2,76.0,7.0,12.1,138.0
2024-05-02 20:00:00,0.0,15.8,78.0,26.0,7.3,10.0
2024-05-02 21:00:00,0.0,15.7,79.0,40.0,3.5,0.0
2024-05-02 22:00:00,0.0,15.6,79.0,97.0,0.4,0.0
2024-05-02 23:00:00,0.0,15.7,79.0,100.0,4.1,0.0
2024-05-03 00:00:00,0.0,15.5,79.0,99.0,5.0,0.0
2024-05-03 01:00:00,0.0,15.2,81.0,27.0,4.7,0.0
2024-05-03 02:00:00,0.0,14.4,85.0,2.0,6.3,0.0
2024-05-03 03:00:00,0.0,13.9,88.0,8.0,6.7,0.0
2024-05-03 04:00:00,0.0,13.7,89.0,84.0,9.1,0.0
2024-05-03 05:00:00,0.0,13.4,91.0,92.0,8.8,0.0
2024-05-03 06:00:00,0.0,14.8,84.0,100.0,9.4,0.0
2024-05-03 07:00:00,0.0,14.9,84.0,100.0,9.7,18.0
2024-05-03 08:00:00,0.0,15.5,78.0,100.0,8.6,93.0
2024-05-03 09:00:00,0.0,16.3,73.0,100.0,6.8,191.0
2024-05-03 10:00:00,0.0,17.5,67.0,100.0,5.8,365.0
2024-05-03 11:00:00,0.0,19.0,60.0,58.0,7.3,536.0
2024-05-03 12:00:00,0.0,20.0,57.0,0.0,15.6,880.0
2024-05-03 13:00:00,0.0,19.6,62.0,0.0,19.8,972.0
2024-05-03 14:00:00,0.0,19.8,60.0,0.0,18.4,965.0
2024-05-03 15:00:00,0.0,19.7,60.0,0.0,17.3,890.0
2024-05-03 16:00:00,0.0,19.3,61.0,0.0,15.8,753.0
2024-05-03 17:00:00,0.0,18.7,64.0,0.0,13.9,567.0
2024-05-03 18:00:00,0.0,17.5,70.0,9.0,10.8,347.0
2024-05-03 19:00:00,0.0,16.8,73.0,21.0,8.2,140.0
2024-05-03 20:00:00,0.0,16.2,76.0,11.0,8.0,10.0
2024-05-03 21:00:00,0.0,15.9,78.0,7.0,6.6,0.0
2024-05-03 22:00:00,0.0,15.5,80.0,11.0,6.5,0.0
2024-05-03 23:00:00,0.0,15.0,81.0,4.0,6.8,0.0
2024-05-04 00:00:00,0.0,14.7,82.0,1.0,6.5,0.0
2024-05-04 01:00:00,0.0,14.6,82.0,97.0,6.2,0.0
2024-05-04 02:00:00,0.0,14.5,81.0,100.0,6.6,0.0
2024-05-04 03:00:00,0.0,14.6,80.0,100.0,7.4,0.0
2024-05-04 04:00:00,0.0,14.4,81.0,100.0,6.9,0.0
2024-05-04 05:00:00,0.0,13.7,85.0,28.0,4.6,0.0
2024-05-04 06:00:00,0.0,14.9,80.0,100.0,8.8,0.0
2024-05-04 07:00:00,0.0,15.0,80.0,100.0,10.0,29.0
2024-05-04 08:00:00,0.0,16.0,75.0,54.0,8.8,140.0
2024-05-04 09:00:00,0.0,17.5,65.0,100.0,7.6,379.0
2024-05-04 10:00:00,0.0,18.2,62.0,100.0,8.5,410.0
2024-05-04 11:00:00,0.0,18.7,61.0,99.0,11.6,549.0
2024-05-04 12:00:00,0.0,18.5,65.0,54.0,15.0,528.0
2024-05-04 13:00:00,0.0,19.3,62.0,38.0,16.6,796.0
2024-05-04 14:00:00,0.0,19.3,62.0,18.0,15.8,842.0
2024-05-04 15:00:00,0.0,19.1,61.0,65.0,15.4,822.0
2024-05-04 16:00:00,0.0,18.8,64.0,88.0,15.5,620.0
2024-05-04 17:00:00,0.0,18.4,67.0,99.0,16.5,505.0
2024-05-04 18:00:00,0.0,16.5,74.0,100.0,14.0,85.0
2024-05-04 19:00:00,0.0,16.4,74.0,100.0,11.3,55.0
2024-05-04 20:00:00,0.1,16.3,75.0,100.0,15.9,4.0
2024-05-04 21:00:00,0.0,15.8,79.0,73.0,12.6,0.0
2024-05-04 22:00:00,0.0,15.0,81.0,94.0,12.5,0.0
2024-05-04 23:00:00,0.0,15.0,79.0,100.0,13.5,0.0
2024-05-05 00:00:00,0.1,15.2,77.0,100.0,13.0,0.0
2024-05-05 01:00:00,0.1,15.1,75.0,100.0,12.7,0.0
2024-05-05 02:00:00,0.0,14.9,77.0,100.0,11.9,0.0
2024-05-05 03:00:00,0.0,15.0,78.0,100.0,10.4,0.0
2024-05-05 04:00:00,0.0,15.2,79.0,100.0,15.1,0.0
2024-05-05 05:00:00,0.2,15.2,82.0,100.0,19.7,0.0
2024-05-05 06:00:00,0.3,14.9,83.0,100.0,22.9,0.0
2024-05-05 07:00:00,0.4,14.7,84.0,100.0,24.5,15.0
2024-05-05 08:00:00,0.0,14.7,62.0,100.0,26.0,107.0
2024-05-05 09:00:00,0.0,15.1,59.0,32.0,26.4,193.0
2024-05-05 10:00:00,0.0,16.1,58.0,3.0,26.1,582.0
2024-05-05 11:00:00,0.0,16.6,55.0,0.0,25.8,829.0
2024-05-05 12:00:00,0.0,17.0,52.0,0.0,26.8,940.0
2024-05-05 13:00:00,0.0,17.0,51.0,0.0,26.7,981.0
2024-05-05 14:00:00,0.0,16.9,49.0,0.0,25.4,981.0
2024-05-05 15:00:00,0.0,16.8,49.0,0.0,24.3,904.0
2024-05-05 16:00:00,0.0,16.5,52.0,0.0,22.5,765.0
2024-05-05 17:00:00,0.0,15.9,56.0,3.0,19.7,579.0
2024-05-05 18:00:00,0.0,15.6,52.0,52.0,14.5,314.0
2024-05-05 19:00:00,0.0,15.0,55.0,58.0,11.3,118.0
2024-05-05 20:00:00,0.0,14.6,58.0,100.0,7.1,9.0
2024-05-05 21:00:00,0.0,14.7,60.0,22.0,2.6,0.0
2024-05-05 22:00:00,0.0,14.3,63.0,1.0,3.9,0.0
2024-05-05 23:00:00,0.0,13.2,70.0,0.0,6.5,0.0
2024-05-06 00:00:00,0.0,12.3,74.0,15.0,8.7,0.0
2024-05-06 01:00:00,0.0,11.4,76.0,21.0,11.2,0.0
2024-05-06 02:00:00,0.0,10.5,78.0,63.0,11.5,0.0
2024-05-06 03:00:00,0.0,10.0,79.0,30.0,12.5,0.0
2024-05-06 04:00:00,0.0,10.1,75.0,7.0,11.4,0.0
2024-05-06 05:00:00,0.0,9.7,73.0,0.0,9.9,0.0
2024-05-06 06:00:00,0.0,9.6,77.0,9.0,8.1,0.0
2024-05-06 07:00:00,0.0,11.2,71.0,1.0,6.5,62.0
2024-05-06 08:00:00,0.0,14.4,55.0,0.0,5.0,254.0
2024-05-06 09:00:00,0.0,16.7,44.0,0.0,4.7,474.0
2024-05-06 10:00:00,0.0,18.4,41.0,1.0,8.6,677.0
2024-05-06 11:00:00,0.0,19.0,45.0,0.0,16.2,839.0
2024-05-06 12:00:00,0.0,19.0,48.0,0.0,18.7,947.0
2024-05-06 13:00:00,0.0,19.4,47.0,0.0,17.3,995.0
2024-05-06 14:00:00,0.0,19.7,49.0,0.0,18.0,979.0
2024-05-06 15:00:00,0.0,20.0,49.0,0.0,19.5,897.0
2024-05-06 16:00:00,0.0,19.8,50.0,0.0,19.6,758.0
2024-05-06 17:00:00,0.0,19.2,51.0,0.0,17.9,575.0
2024-05-06 18:00:00,0.0,18.3,51.0,0.0,16.1,361.0
2024-05-06 19:00:00,0.0,17.0,60.0,0.0,14.2,151.0
2024-05-06 20:00:00,0.0,16.0,69.0,0.0,10.3,13.0
2024-05-06 21:00:00,0.0,15.5,74.0,0.0,9.4,0.0
2024-05-06 22:00:00,0.0,15.1,78.0,0.0,8.1,0.0
2024-05-06 23:00:00,0.0,14.4,83.0,0.0,6.1,0.0
2024-05-07 00:00:00,0.0,13.3,88.0,0.0,4.9,0.0
2024-05-07 01:00:00,0.0,12.4,90.0,0.0,4.4,0.0
2024-05-07 02:00:00,0.0,11.9,89.0,0.0,5.6,0.0
2024-05-07 03:00:00,0.0,11.5,87.0,0.0,6.6,0.0
2024-05-07 04:00:00,0.0,11.2,87.0,0.0,6.5,0.0
2024-05-07 05:00:00,0.0,11.3,87.0,0.0,8.8,0.0
2024-05-07 06:00:00,0.0,11.0,90.0,0.0,8.6,0.0
2024-05-07 07:00:00,0.0,12.5,81.0,0.0,9.0,63.0
2024-05-07 08:00:00,0.0,15.2,70.0,2.0,10.2,250.0
2024-05-07 09:00:00,0.0,17.0,67.0,0.0,10.6,463.0
2024-05-07 10:00:00,0.0,18.6,61.0,0.0,12.6,662.0
2024-05-07 11:00:00,0.0,19.1,59.0,0.0,17.3,824.0
2024-05-07 12:00:00,0.0,19.5,50.0,0.0,20.8,935.0
2024-05-07 13:00:00,0.0,19.7,53.0,0.0,21.3,987.0
2024-05-07 14:00:00,0.0,19.6,55.0,0.0,19.6,972.0
2024-05-07 15:00:00,0.0,19.3,57.0,0.0,17.6,894.0
2024-05-07 16:00:00,0.0,18.9,61.0,0.0,16.4,758.0
2024-05-07 17:00:00,0.0,18.4,63.0,0.0,14.3,576.0
2024-05-07 18:00:00,0.0,17.4,68.0,0.0,14.3,365.0
2024-05-07 19:00:00,0.0,16.4,77.0,0.0,12.1,153.0
2024-05-07 20:00:00,0.0,15.7,81.0,30.0,10.2,13.0
2024-05-07 21:00:00,0.0,15.5,82.0,50.0,8.7,0.0
2024-05-07 22:00:00,0.0,15.2,83.0,63.0,10.8,0.0
2024-05-07 23:00:00,0.0,14.9,84.0,80.0,12.6,0.0
2024-05-08 00:00:00,0.0,14.7,84.0,58.0,13.4,0.0
2024-05-08 01:00:00,0.0,14.5,86.0,41.0,12.3,0.0
2024-05-08 02:00:00,0.0,14.3,86.0,17.0,11.3,0.0
2024-05-08 03:00:00,0.0,13.7,89.0,26.0,10.6,0.0
2024-05-08 04:00:00,0.0,13.2,92.0,39.0,9.7,0.0
2024-05-08 05:00:00,0.0,13.0,92.0,48.0,8.9,0.0
2024-05-08 06:00:00,0.0,13.0,87.0,1.0,8.0,0.0
2024-05-08 07:00:00,0.0,14.3,81.0,8.0,15.4,62.0
2024-05-08 08:00:00,0.0,15.8,70.0,54.0,18.6,243.0
2024-05-08 09:00:00,0.0,16.9,64.0,94.0,16.0,405.0
2024-05-08 10:00:00,0.0,17.7,63.0,30.0,14.9,569.0
2024-05-08 11:00:00,0.0,18.7,60.0,16.0,15.1,789.0
2024-05-08 12:00:00,0.0,19.3,59.0,11.0,16.4,903.0
2024-05-08 13:00:00,0.0,19.5,59.0,4.0,19.3,976.0
2024-05-08 14:00:00,0.0,19.7,58.0,1.0,19.5,969.0
2024-05-08 15:00:00,0.0,19.6,60.0,0.0,19.8,891.0
2024-05-08 16:00:00,0.0,19.2,61.0,0.0,19.7,753.0
2024-05-08 17:00:00,0.0,18.7,63.0,0.0,18.0,572.0
2024-05-08 18:00:00,0.0,17.3,69.0,8.0,17.4,347.0
2024-05-08 19:00:00,0.0,16.6,73.0,5.0,15.0,146.0
2024-05-08 20:00:00,0.0,16.1,76.0,1.0,12.2,13.0
2024-05-08 21:00:00,0.0,15.9,77.0,7.0,9.8,0.0
2024-05-08 22:00:00,0.0,15.7,78.0,8.0,7.6,0.0
2024-05-08 23:00:00,0.0,15.4,80.0,14.0,6.8,0.0
2024-05-09 00:00:00,0.0,15.0,83.0,8.0,8.9,0.0
2024-05-09 01:00:00,0.0,14.4,86.0,2.0,9.2,0.0
2024-05-09 02:00:00,0.0,13.9,88.0,2.0,7.4,0.0
2024-05-09 03:00:00,0.0,13.5,89.0,5.0,8.0,0.0
2024-05-09 04:00:00,0.0,12.9,92.0,5.0,7.0,0.0
2024-05-09 05:00:00,0.0,12.4,93.0,8.0,6.1,0.0
2024-05-09 06:00:00,0.0,13.8,88.0,2.0,6.9,0.0
2024-05-09 07:00:00,0.0,15.1,81.0,32.0,11.6,61.0
2024-05-09 08:00:00,0.0,16.4,74.0,100.0,14.9,222.0
2024-05-09 09:00:00,0.0,16.9,71.0,100.0,10.9,242.0
2024-05-09 10:00:00,0.0,17.8,66.0,98.0,9.0,340.0
2024-05-09 11:00:00,0.0,19.0,60.0,46.0,7.7,557.0
2024-05-09 12:00:00,0.0,20.2,56.0,11.0,11.5,835.0
2024-05-09 13:00:00,0.0,20.0,59.0,0.0,19.5,968.0
2024-05-09 14:00:00,0.0,19.8,58.0,0.0,19.6,969.0
2024-05-09 15:00:00,0.0,20.0,58.0,0.0,20.7,891.0
2024-05-09 16:00:00,0.0,19.7,59.0,0.0,18.1,754.0
2024-05-09 17:00:00,0.0,19.2,60.0,0.0,15.8,571.0
2024-05-09 18:00:00,0.0,17.6,65.0,0.0,14.7,363.0
2024-05-09 19:00:00,0.0,16.8,69.0,0.0,11.0,154.0
2024-05-09 20:00:00,0.0,16.1,73.0,0.0,9.0,14.0
2024-05-09 21:00:00,0.0,15.8,74.0,0.0,6.2,0.0
2024-05-09 22:00:00,0.0,15.7,75.0,2.0,5.1,0.0
2024-05-09 23:00:00,0.0,15.5,77.0,2.0,4.1,0.0
2024-05-10 00:00:00,0.0,14.8,83.0,0.0,3.8,0.0
2024-05-10 01:00:00,0.0,14.4,85.0,2.0,2.6,0.0
2024-05-10 02:00:00,0.0,14.0,87.0,5.0,3.2,0.0
2024-05-10 03:00:00,0.0,13.4,89.0,2.0,6.6,0.0
2024-05-10 04:00:00,0.0,12.9,90.0,4.0,8.7,0.0
2024-05-10 05:00:00,0.0,12.2,92.0,2.0,8.4,0.0
2024-05-10 06:00:00,0.0,12.5,92.0,12.0,5.9,0.0
2024-05-10 07:00:00,0.0,14.2,84.0,11.0,4.0,57.0
2024-05-10 08:00:00,0.0,15.6,77.0,100.0,3.1,209.0
2024-05-10 09:00:00,0.0,16.7,72.0,100.0,0.7,289.0
2024-05-10 10:00:00,0.0,18.2,65.0,100.0,4.7,467.0
2024-05-10 11:00:00,0.0,19.6,62.0,5.0,12.3,724.0
2024-05-10 12:00:00,0.0,20.0,61.0,43.0,16.9,907.0
2024-05-10 13:00:00,0.0,19.6,64.0,37.0,17.3,918.0
2024-05-10 14:00:00,0.0,19.7,62.0,26.0,16.9,903.0
2024-05-10 15:00:00,0.0,19.5,62.0,26.0,17.0,846.0
2024-05-10 16:00:00,0.0,19.0,62.0,7.0,15.6,716.0
2024-05-10 17:00:00,0.0,18.5,62.0,4.0,14.8,570.0
2024-05-10 18:00:00,0.0,17.4,67.0,12.0,14.8,357.0
2024-05-10 19:00:00,0.0,16.5,74.0,18.0,16.6,153.0
2024-05-10 20:00:00,0.0,16.0,77.0,20.0,12.9,14.0
2024-05-10 21:00:00,0.0,15.7,78.0,9.0,9.1,0.0
2024-05-10 22:00:00,0.0,15.6,79.0,16.0,7.3,0.0
2024-05-10 23:00:00,0.0,15.4,81.0,86.0,6.4,0.0
2024-05-11 00:00:00,0.0,15.5,81.0,100.0,8.0,0.0
2024-05-11 01:00:00,0.0,15.5,82.0,100.0,9.7,0.0
2024-05-11 02:00:00,0.0,15.4,83.0,100.0,11.0,0.0
2024-05-11 03:00:00,0.0,15.5,83.0,100.0,11.7,0.0
2024-05-11 04:00:00,0.0,15.5,82.0,74.0,12.2,0.0
2024-05-11 05:00:00,0.0,15.2,84.0,33.0,11.9,0.0
2024-05-11 06:00:00,0.0,15.5,85.0,94.0,11.7,0.0
2024-05-11 07:00:00,0.0,15.8,82.0,96.0,10.3,38.0
2024-05-11 08:00:00,0.0,16.4,78.0,93.0,8.3,146.0
2024-05-11 09:00:00,0.0,17.6,71.0,97.0,7.7,326.0
2024-05-11 10:00:00,0.0,19.1,64.0,49.0,9.5,567.0
2024-05-11 11:00:00,0.0,20.0,63.0,11.0,14.6,775.0
2024-05-11 12:00:00,0.0,20.0,64.0,11.0,19.2,910.0
2024-05-11 13:00:00,0.0,19.9,63.0,10.0,19.6,966.0
2024-05-11 14:00:00,0.0,19.9,62.0,6.0,19.7,950.0
2024-05-11 15:00:00,0.0,19.7,63.0,2.0,18.4,875.0
2024-05-11 16:00:00,0.0,19.3,65.0,1.0,17.1,750.0
2024-05-11 17:00:00,0.0,18.8,66.0,3.0,14.8,570.0
2024-05-11 18:00:00,0.0,16.6,76.0,11.0,14.2,310.0
2024-05-11 19:00:00,0.0,15.8,79.0,11.0,9.9,143.0
2024-05-11 20:00:00,0.0,15.4,81.0,11.0,5.7,15.0
2024-05-11 21:00:00,0.0,15.2,82.0,19.0,4.4,0.0
2024-05-11 22:00:00,0.0,15.1,83.0,30.0,3.3,0.0
2024-05-11 23:00:00,0.0,14.9,84.0,45.0,2.6,0.0
2024-05-12 00:00:00,0.0,14.8,84.0,99.0,0.8,0.0
2024-05-12 01:00:00,0.0,14.9,84.0,45.0,1.1,0.0
2024-05-12 02:00:00,0.0,14.4,89.0,27.0,2.1,0.0
2024-05-12 03:00:00,0.0,14.1,89.0,100.0,2.5,0.0
2024-05-12 04:00:00,0.0,14.1,90.0,100.0,2.4,0.0
2024-05-12 05:00:00,0.0,14.5,87.0,100.0,3.1,0.0
2024-05-12 06:00:00,0.0,14.6,88.0,100.0,4.2,0.0
2024-05-12 07:00:00,0.0,14.7,87.0,100.0,4.4,26.0
2024-05-12 08:00:00,0.0,15.1,84.0,100.0,5.0,108.0
2024-05-12 09:00:00,0.0,16.2,77.0,100.0,4.4,278.0
2024-05-12 10:00:00,0.0,18.0,68.0,73.0,1.5,516.0
2024-05-12 11:00:00,0.0,20.1,60.0,27.0,7.6,797.0
2024-05-12 12:00:00,0.0,21.0,57.0,7.0,15.6,925.0
2024-05-12 13:00:00,0.0,20.7,58.0,0.0,19.0,981.0
2024-05-12 14:00:00,0.0,20.8,57.0,0.0,17.9,968.0
2024-05-12 15:00:00,0.0,20.9,58.0,0.0,16.9,889.0
2024-05-12 16:00:00,0.0,20.6,61.0,0.0,18.3,753.0
2024-05-12 17:00:00,0.0,20.0,63.0,0.0,16.4,573.0
2024-05-12 18:00:00,0.0,17.5,72.0,1.0,14.8,367.0
2024-05-12 19:00:00,0.0,16.6,78.0,0.0,11.6,159.0
2024-05-12 20:00:00,0.0,16.0,82.0,2.0,9.1,17.0
2024-05-12 21:00:00,0.0,15.9,83.0,30.0,6.6,0.0
2024-05-12 22:00:00,0.0,15.7,83.0,41.0,4.3,0.0
2024-05-12 23:00:00,0.0,15.6,84.0,21.0,3.1,0.0
2024-05-13 00:00:00,0.0,15.3,85.0,100.0,2.7,0.0
2024-05-13 01:00:00,0.0,15.0,88.0,100.0,2.5,0.0
2024-05-13 02:00:00,0.0,15.0,87.0,100.0,1.1,0.0
2024-05-13 03:00:00,0.0,14.8,89.0,100.0,2.6,0.0
2024-05-13 04:00:00,0.0,14.6,88.0,100.0,2.9,0.0
2024-05-13 05:00:00,0.0,14.5,88.0,100.0,2.1,0.0
2024-05-13 06:00:00,0.0,14.8,90.0,100.0,2.0,0.0
2024-05-13 07:00:00,0.0,14.9,89.0,100.0,2.8,30.0
2024-05-13 08:00:00,0.0,15.2,86.0,100.0,3.9,98.0
2024-05-13 09:00:00,0.0,16.1,81.0,100.0,4.3,224.0
2024-05-13 10:00:00,0.0,17.6,73.0,100.0,4.9,415.0
2024-05-13 11:00:00,0.0,19.3,65.0,100.0,11.9,767.0
2024-05-13 12:00:00,0.0,19.4,65.0,100.0,15.9,891.0
2024-05-13 13:00:00,0.0,19.5,63.0,89.0,17.0,935.0
2024-05-13 14:00:00,0.0,19.6,61.0,77.0,18.1,926.0
2024-05-13 15:00:00,0.0,19.5,60.0,99.0,18.5,880.0
2024-05-13 16:00:00,0.0,18.9,64.0,74.0,18.2,710.0
2024-05-13 17:00:00,0.0,18.4,66.0,33.0,15.5,542.0
2024-05-13 18:00:00,0.0,17.4,70.0,2.0,13.9,370.0
2024-05-13 19:00:00,0.0,16.4,75.0,3.0,12.6,163.0
2024-05-13 20:00:00,0.0,15.6,79.0,2.0,11.5,18.0
2024-05-13 21:00:00,0.0,15.2,81.0,3.0,9.2,0.0
2024-05-13 22:00:00,0.0,15.0,83.0,11.0,7.7,0.0
2024-05-13 23:00:00,0.0,14.6,85.0,15.0,6.2,0.0
2024-05-14 00:00:00,0.0,14.4,86.0,47.0,3.6,0.0
2024-05-14 01:00:00,0.0,14.3,86.0,100.0,2.3,0.0
2024-05-14 02:00:00,0.0,14.2,84.0,100.0,0.7,0.0
2024-05-14 03:00:00,0.0,14.1,84.0,100.0,2.6,0.0
2024-05-14 04:00:00,0.0,14.0,84.0,100.0,2.9,0.0
2024-05-14 05:00:00,0.0,13.8,83.0,100.0,1.6,0.0
2024-05-14 06:00:00,0.0,14.0,82.0,100.0,3.0,0.0
2024-05-14 07:00:00,0.0,14.2,82.0,100.0,1.8,35.0
2024-05-14 08:00:00,0.0,14.8,78.0,100.0,1.8,152.0
2024-05-14 09:00:00,0.0,16.0,70.0,54.0,4.3,306.0
2024-05-14 10:00:00,0.0,17.7,62.0,8.0,8.7,596.0
2024-05-14 11:00:00,0.0,18.6,59.0,1.0,16.0,812.0
2024-05-14 12:00:00,0.0,18.5,58.0,1.0,18.2,942.0
2024-05-14 13:00:00,0.0,19.0,54.0,3.0,15.1,991.0
2024-05-14 14:00:00,0.0,19.1,56.0,2.0,16.0,970.0
2024-05-14 15:00:00,0.0,18.8,60.0,2.0,17.7,886.0
2024-05-14 16:00:00,0.0,18.3,63.0,1.0,18.3,756.0
